TRANSLATOR,SOURCE_LANG,TARGET_LANG,HOURLY_RATE,MANUFACTURER_INDUSTRY,TASK_TYPE,PM,FORECAST_mean,HOURLY_RATE_mean,QUALITY_EVALUATION_mean,SOURCE_LANG_EMBED,TARGET_LANG_EMBED,INDUSTRY_EMBED
Gregorio Luis,English,Spanish_LA,14.666666666666666,"Technology Hardware, Storage & Peripherals",ProofReading,BMT,1.9280000000000002,16.75,7.3,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.03585797 -0.07145234  0.13904646 -0.04206239 -0.0399279   0.0584859
 -0.03363704 -0.02196086  0.07698956  0.13915524]","[ 0.00565127  0.05642691 -0.01672912 -0.0658633  -0.00817138  0.10434441
  0.04380587 -0.10265152  0.06030599  0.06691931]"
Greta,English,Spanish_Iberian,15.0,Interactive Media & Services,Translation,RMT,14.03,15.0,5.0,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.07354073 -0.0826873   0.13859886 -0.06089956 -0.01735869  0.08285626
 -0.02653239  0.01009069  0.06063478  0.14612961]","[-0.09727381  0.04637937  0.0626681  -0.09013995  0.01807218  0.00710884
 -0.02050848 -0.03665607 -0.09433419  0.07434912]"
Guadalupe Enrique,Catalan,Spanish_Global,17.0,Health Care Facilities,ProofReading,PMT,2.5766666666666667,17.0,6.5,"[ 0.04949501 -0.07142061 -0.00582804 -0.0103675  -0.01959093 -0.01621186
 -0.05137381  0.03337552  0.03752217  0.05064603]","[ 0.05821279 -0.05821069  0.13881628 -0.04064738 -0.0069968   0.07730105
 -0.02944199 -0.04357552  0.0835914   0.16974896]","[-0.06084788 -0.16297893  0.06373858 -0.0323597  -0.01416619  0.05499223
 -0.05170731  0.10457809 -0.01803826 -0.01270565]"
Guido,English,Spanish_Iberian,16.8125,Application Software,Translation,BMT,13.151568627450981,17.88235294117647,7.019607843137255,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.07354073 -0.0826873   0.13859886 -0.06089956 -0.01735869  0.08285626
 -0.02653239  0.01009069  0.06063478  0.14612961]","[-0.05101885  0.01330057  0.06103686 -0.02278463  0.02485974  0.02418976
 -0.02673537 -0.0733524  -0.09887369  0.06420951]"
Hildegarda Leonor,English,Catalan,18.181818181818183,Application Software,Translation,BMT,10.768253968253967,23.03174603174603,7.031746031746032,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.04949501 -0.07142061 -0.00582804 -0.0103675  -0.01959093 -0.01621186
 -0.05137381  0.03337552  0.03752217  0.05064603]","[-0.05101885  0.01330057  0.06103686 -0.02278463  0.02485974  0.02418976
 -0.02673537 -0.0733524  -0.09887369  0.06420951]"
Hugo,English,Galician,22.0,Health Care Facilities,Miscellaneous,RMT,0.0,22.0,6.0,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.08935569 -0.07945183  0.02643861  0.01634794 -0.00817177  0.01213854
 -0.04239353  0.01819603  0.03148654  0.08249628]","[-0.06084788 -0.16297893  0.06373858 -0.0323597  -0.01416619  0.05499223
 -0.05170731  0.10457809 -0.01803826 -0.01270565]"
Humberto,English,Portuguese_Iberian,19.666666666666668,Application Software,Translation,RMT,1.3436363636363635,20.727272727272727,7.090909090909091,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.07015002 -0.06886983  0.12402785 -0.06617782 -0.00552985  0.07221255
 -0.02090187  0.02845905  0.03614025  0.14539152]","[-0.05101885  0.01330057  0.06103686 -0.02278463  0.02485974  0.02418976
 -0.02673537 -0.0733524  -0.09887369  0.06420951]"
Iago,English,Galician,18.0,Communications Equipment,Miscellaneous,RMT,1.0,18.0,8.0,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.08935569 -0.07945183  0.02643861  0.01634794 -0.00817177  0.01213854
 -0.04239353  0.01819603  0.03148654  0.08249628]","[-0.00962669  0.01952609 -0.02710957 -0.01522655  0.00232967  0.1162122
  0.0648564  -0.07636858  0.04060648  0.08880821]"
Iara,English,Portuguese_Brazil,16.0,Trading Companies & Distributors,ProofReading,PMT,2.4305882352941177,16.941176470588236,7.647058823529412,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.06135342 -0.02564566  0.11521641 -0.0583253   0.00413268  0.08215768
 -0.00474831  0.0214661   0.00995734  0.16249001]","[-0.01989399  0.08402714 -0.0744723  -0.02723608 -0.02650884 -0.06130442
 -0.00825088  0.0008051   0.02731935 -0.03058985]"
Ildefonso Priscila,English,Spanish_Iberian,17.0,Application Software,Translation,BMT,5.298703703703704,21.88888888888889,6.833333333333333,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.07354073 -0.0826873   0.13859886 -0.06089956 -0.01735869  0.08285626
 -0.02653239  0.01009069  0.06063478  0.14612961]","[-0.05101885  0.01330057  0.06103686 -0.02278463  0.02485974  0.02418976
 -0.02673537 -0.0733524  -0.09887369  0.06420951]"
Iria,English,Galician,14.0,Application Software,Translation,BMT,17.538,13.6,6.4,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.08935569 -0.07945183  0.02643861  0.01634794 -0.00817177  0.01213854
 -0.04239353  0.01819603  0.03148654  0.08249628]","[-0.05101885  0.01330057  0.06103686 -0.02278463  0.02485974  0.02418976
 -0.02673537 -0.0733524  -0.09887369  0.06420951]"
Isaac,English,Spanish_Iberian,17.25,Health Care Facilities,Translation,BMT,5.5851428571428565,17.29795918367347,7.0081632653061225,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.07354073 -0.0826873   0.13859886 -0.06089956 -0.01735869  0.08285626
 -0.02653239  0.01009069  0.06063478  0.14612961]","[-0.06084788 -0.16297893  0.06373858 -0.0323597  -0.01416619  0.05499223
 -0.05170731  0.10457809 -0.01803826 -0.01270565]"
Isaias Adon,English,Spanish_LA,17.0,Application Software,Translation,BMT,47.13,17.0,6.0,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.03585797 -0.07145234  0.13904646 -0.04206239 -0.0399279   0.0584859
 -0.03363704 -0.02196086  0.07698956  0.13915524]","[-0.05101885  0.01330057  0.06103686 -0.02278463  0.02485974  0.02418976
 -0.02673537 -0.0733524  -0.09887369  0.06420951]"
Isaias Venancio,English,Spanish_Iberian,20.685714285714287,Internet Services & Infrastructure,Translation,RMT,1.0397206165703277,19.782273603082853,6.895953757225434,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.07354073 -0.0826873   0.13859886 -0.06089956 -0.01735869  0.08285626
 -0.02653239  0.01009069  0.06063478  0.14612961]","[-0.06525061  0.02902457  0.03284153 -0.06585586 -0.02067651  0.04494146
 -0.03462073 -0.0873913  -0.10174164  0.07483237]"
Ivana Araceli,English,Galician,18.5,Communications Equipment,Miscellaneous,RMT,0.5,18.5,6.5,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.08935569 -0.07945183  0.02643861  0.01634794 -0.00817177  0.01213854
 -0.04239353  0.01819603  0.03148654  0.08249628]","[-0.00962669  0.01952609 -0.02710957 -0.01522655  0.00232967  0.1162122
  0.0648564  -0.07636858  0.04060648  0.08880821]"
Ivon Patricio,English,Catalan,19.7,Automobiles,ProofReading,BMT,16.8792,19.3,6.92,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.04949501 -0.07142061 -0.00582804 -0.0103675  -0.01959093 -0.01621186
 -0.05137381  0.03337552  0.03752217  0.05064603]","[ 0.08045845 -0.01581908 -0.007455   -0.01380522  0.00964674 -0.02798142
  0.01228993 -0.02930834  0.04264663 -0.00346497]"
Jaime,English,Spanish_Iberian,14.0,Health Care Facilities,Miscellaneous,RMT,0.0,14.0,6.0,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.07354073 -0.0826873   0.13859886 -0.06089956 -0.01735869  0.08285626
 -0.02653239  0.01009069  0.06063478  0.14612961]","[-0.06084788 -0.16297893  0.06373858 -0.0323597  -0.01416619  0.05499223
 -0.05170731  0.10457809 -0.01803826 -0.01270565]"
Jaume,English,Catalan,22.2,Communications Equipment,ProofReading,BMT,12.031666666666666,23.77777777777778,7.0,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.04949501 -0.07142061 -0.00582804 -0.0103675  -0.01959093 -0.01621186
 -0.05137381  0.03337552  0.03752217  0.05064603]","[-0.00962669  0.01952609 -0.02710957 -0.01522655  0.00232967  0.1162122
  0.0648564  -0.07636858  0.04060648  0.08880821]"
Jeremias,Spanish_Iberian,English,33.125,Health Care Facilities,Translation,RMT,8.753,35.2,7.0,"[ 0.07354073 -0.0826873   0.13859886 -0.06089956 -0.01735869  0.08285626
 -0.02653239  0.01009069  0.06063478  0.14612961]","[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[-0.06084788 -0.16297893  0.06373858 -0.0323597  -0.01416619  0.05499223
 -0.05170731  0.10457809 -0.01803826 -0.01270565]"
Jeronimo,English,Spanish_Iberian,18.0,Health Care Facilities,Engineering,KMT,1.5,20.0,7.0,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.07354073 -0.0826873   0.13859886 -0.06089956 -0.01735869  0.08285626
 -0.02653239  0.01009069  0.06063478  0.14612961]","[-0.06084788 -0.16297893  0.06373858 -0.0323597  -0.01416619  0.05499223
 -0.05170731  0.10457809 -0.01803826 -0.01270565]"
Jimena,German,Spanish_Iberian,20.75,Health Care Equipment,ProofReading,RMT,2.56,22.285714285714285,5.285714285714286,"[-0.01313859 -0.04253142  0.02580829 -0.02932405 -0.03889363 -0.04045099
  0.05458819  0.02515613 -0.04223937  0.03846855]","[ 0.07354073 -0.0826873   0.13859886 -0.06089956 -0.01735869  0.08285626
 -0.02653239  0.01009069  0.06063478  0.14612961]","[-0.05109702 -0.10462613 -0.02211872  0.03214601 -0.0092169   0.15899825
  0.00144943  0.08180737  0.08490199  0.04844176]"
Jing,English,Chinese_Simplified,27.25,Industrial Conglomerates,Translation,RMT,3.5475,23.0,7.5,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.02233176  0.04210557  0.02675433  0.06130363  0.05523801 -0.04948691
 -0.05477691  0.01399377  0.01411129  0.09851538]","[ 0.05135272  0.00919782 -0.04244554  0.00098652 -0.01586641 -0.02952833
  0.02160987 -0.01888893  0.03872581 -0.03028474]"
Joana,English,Spanish_Global,16.5,Communications Equipment,Translation,RMT,19.1924,17.56,7.24,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.05821279 -0.05821069  0.13881628 -0.04064738 -0.0069968   0.07730105
 -0.02944199 -0.04357552  0.0835914   0.16974896]","[-0.00962669  0.01952609 -0.02710957 -0.01522655  0.00232967  0.1162122
  0.0648564  -0.07636858  0.04060648  0.08880821]"
Johanna,English,German,22.75,Health Care Facilities,Translation,RMT,5.343333333333334,25.0,6.666666666666667,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[-0.01313859 -0.04253142  0.02580829 -0.02932405 -0.03889363 -0.04045099
  0.05458819  0.02515613 -0.04223937  0.03846855]","[-0.06084788 -0.16297893  0.06373858 -0.0323597  -0.01416619  0.05499223
 -0.05170731  0.10457809 -0.01803826 -0.01270565]"
Jose Angel,English,Spanish_Global,20.0,Health Care Facilities,ProofReading,PMT,5.3695,22.1,6.3,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.05821279 -0.05821069  0.13881628 -0.04064738 -0.0069968   0.07730105
 -0.02944199 -0.04357552  0.0835914   0.16974896]","[-0.06084788 -0.16297893  0.06373858 -0.0323597  -0.01416619  0.05499223
 -0.05170731  0.10457809 -0.01803826 -0.01270565]"
Jose Luis,English,Spanish_Global,18.0,Application Software,Translation,BMT,43.74142857142857,19.428571428571427,6.428571428571429,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.05821279 -0.05821069  0.13881628 -0.04064738 -0.0069968   0.07730105
 -0.02944199 -0.04357552  0.0835914   0.16974896]","[-0.05101885  0.01330057  0.06103686 -0.02278463  0.02485974  0.02418976
 -0.02673537 -0.0733524  -0.09887369  0.06420951]"
Jose Maria,French,English,32.0,Health Care Facilities,Miscellaneous,RMT,0.0,32.0,6.0,"[-0.02795416 -0.02213892  0.07758144 -0.05319271 -0.04560148 -0.01487877
  0.01912314  0.00993574 -0.00545423  0.05513928]","[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[-0.06084788 -0.16297893  0.06373858 -0.0323597  -0.01416619  0.05499223
 -0.05170731  0.10457809 -0.01803826 -0.01270565]"
Jose Ramon,English,Spanish_Global,18.5,Communications Equipment,Translation,PMT,10.882708333333333,17.5625,6.958333333333333,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.05821279 -0.05821069  0.13881628 -0.04064738 -0.0069968   0.07730105
 -0.02944199 -0.04357552  0.0835914   0.16974896]","[-0.00962669  0.01952609 -0.02710957 -0.01522655  0.00232967  0.1162122
  0.0648564  -0.07636858  0.04060648  0.08880821]"
Josefina Catalina,English,Spanish_Iberian,20.1,Application Software,Translation,BMT,35.01973684210526,21.36842105263158,6.815789473684211,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.07354073 -0.0826873   0.13859886 -0.06089956 -0.01735869  0.08285626
 -0.02653239  0.01009069  0.06063478  0.14612961]","[-0.05101885  0.01330057  0.06103686 -0.02278463  0.02485974  0.02418976
 -0.02673537 -0.0733524  -0.09887369  0.06420951]"
Joshua,English,English,21.11111111111111,Multi-Utilities,Translation,PMT,2.137654320987654,23.506172839506174,6.827160493827161,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[-0.00352748 -0.03925967 -0.00035696  0.03431382  0.01519519 -0.00448007
  0.00027668 -0.00045617 -0.04140237  0.0122515 ]"
Juan Antonio,English,Catalan,15.428571428571429,Industrial Conglomerates,Translation,BMT,13.555172413793104,17.93103448275862,7.0,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.04949501 -0.07142061 -0.00582804 -0.0103675  -0.01959093 -0.01621186
 -0.05137381  0.03337552  0.03752217  0.05064603]","[ 0.05135272  0.00919782 -0.04244554  0.00098652 -0.01586641 -0.02952833
  0.02160987 -0.01888893  0.03872581 -0.03028474]"
Juan Carlos,English,Spanish_LA,12.714285714285714,"Technology Hardware, Storage & Peripherals",Translation,BMT,4.24683698296837,14.78345498783455,7.065693430656935,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.03585797 -0.07145234  0.13904646 -0.04206239 -0.0399279   0.0584859
 -0.03363704 -0.02196086  0.07698956  0.13915524]","[ 0.00565127  0.05642691 -0.01672912 -0.0658633  -0.00817138  0.10434441
  0.04380587 -0.10265152  0.06030599  0.06691931]"
Juan Esteban,English,Spanish_LA,13.0,Automobiles,Translation,BMT,15.0,13.0,8.0,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.03585797 -0.07145234  0.13904646 -0.04206239 -0.0399279   0.0584859
 -0.03363704 -0.02196086  0.07698956  0.13915524]","[ 0.08045845 -0.01581908 -0.007455   -0.01380522  0.00964674 -0.02798142
  0.01228993 -0.02930834  0.04264663 -0.00346497]"
Juan Francisco,English,Spanish_Iberian,17.0,Leisure Products,Translation,BMT,6.065,17.0,7.333333333333333,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.07354073 -0.0826873   0.13859886 -0.06089956 -0.01735869  0.08285626
 -0.02653239  0.01009069  0.06063478  0.14612961]","[ 0.02791837  0.04051123 -0.05799976 -0.03238537 -0.02766111 -0.04930291
 -0.0712527   0.08353344  0.05440082 -0.01879153]"
Juan Guillermo,English,Portuguese_Brazil,22.0,Trading Companies & Distributors,Translation,PMT,0.605,22.5,6.5,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.06135342 -0.02564566  0.11521641 -0.0583253   0.00413268  0.08215768
 -0.00474831  0.0214661   0.00995734  0.16249001]","[-0.01989399  0.08402714 -0.0744723  -0.02723608 -0.02650884 -0.06130442
 -0.00825088  0.0008051   0.02731935 -0.03058985]"
Juan Rafael,English,English,18.285714285714285,Asset Management & Custody Banks,Translation,RMT,20.033571428571427,14.404761904761905,6.714285714285714,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.02631685 -0.04017292  0.03000944 -0.08437014 -0.01959041 -0.06777442
 -0.02352524 -0.00104421 -0.00315586  0.00578235]"
Juan Ramon,English,Spanish_Iberian,21.0,Health Care Facilities,ProofReading,BMT,20.37666666666667,23.166666666666668,6.833333333333333,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.07354073 -0.0826873   0.13859886 -0.06089956 -0.01735869  0.08285626
 -0.02653239  0.01009069  0.06063478  0.14612961]","[-0.06084788 -0.16297893  0.06373858 -0.0323597  -0.01416619  0.05499223
 -0.05170731  0.10457809 -0.01803826 -0.01270565]"
Justino,English,Spanish_Iberian,13.5,Communications Equipment,Translation,BMT,5.83,13.5,4.5,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.07354073 -0.0826873   0.13859886 -0.06089956 -0.01735869  0.08285626
 -0.02653239  0.01009069  0.06063478  0.14612961]","[-0.00962669  0.01952609 -0.02710957 -0.01522655  0.00232967  0.1162122
  0.0648564  -0.07636858  0.04060648  0.08880821]"
Keiran,English,English,32.22222222222222,Application Software,Translation,RMT,6.636595744680851,33.191489361702125,6.808510638297872,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[-0.05101885  0.01330057  0.06103686 -0.02278463  0.02485974  0.02418976
 -0.02673537 -0.0733524  -0.09887369  0.06420951]"
Kenti,English,Spanish_LA,15.4,Trading Companies & Distributors,Translation,PMT,7.358550724637682,11.985507246376812,6.971014492753623,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.03585797 -0.07145234  0.13904646 -0.04206239 -0.0399279   0.0584859
 -0.03363704 -0.02196086  0.07698956  0.13915524]","[-0.01989399  0.08402714 -0.0744723  -0.02723608 -0.02650884 -0.06130442
 -0.00825088  0.0008051   0.02731935 -0.03058985]"
Khephren,Spanish_Iberian,French,31.0,Industrial Conglomerates,Translation,RMT,13.416666666666666,31.0,6.0,"[ 0.07354073 -0.0826873   0.13859886 -0.06089956 -0.01735869  0.08285626
 -0.02653239  0.01009069  0.06063478  0.14612961]","[-0.02795416 -0.02213892  0.07758144 -0.05319271 -0.04560148 -0.01487877
  0.01912314  0.00993574 -0.00545423  0.05513928]","[ 0.05135272  0.00919782 -0.04244554  0.00098652 -0.01586641 -0.02952833
  0.02160987 -0.01888893  0.03872581 -0.03028474]"
Kimberly,English,Portuguese_Brazil,21.2,Trading Companies & Distributors,ProofReading,PMT,1.373888888888889,22.694444444444443,7.194444444444445,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.06135342 -0.02564566  0.11521641 -0.0583253   0.00413268  0.08215768
 -0.00474831  0.0214661   0.00995734  0.16249001]","[-0.01989399  0.08402714 -0.0744723  -0.02723608 -0.02650884 -0.06130442
 -0.00825088  0.0008051   0.02731935 -0.03058985]"
Laura Isabel,English,Catalan,15.0,"Technology Hardware, Storage & Peripherals",Translation,BMT,8.101142857142857,15.942857142857143,7.0,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.04949501 -0.07142061 -0.00582804 -0.0103675  -0.01959093 -0.01621186
 -0.05137381  0.03337552  0.03752217  0.05064603]","[ 0.00565127  0.05642691 -0.01672912 -0.0658633  -0.00817138  0.10434441
  0.04380587 -0.10265152  0.06030599  0.06691931]"
Laurina Rafael,English,Spanish_LA,14.666666666666666,"Technology Hardware, Storage & Peripherals",Translation,PMT,16.682631578947365,14.105263157894736,7.684210526315789,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.03585797 -0.07145234  0.13904646 -0.04206239 -0.0399279   0.0584859
 -0.03363704 -0.02196086  0.07698956  0.13915524]","[ 0.00565127  0.05642691 -0.01672912 -0.0658633  -0.00817138  0.10434441
  0.04380587 -0.10265152  0.06030599  0.06691931]"
Leoncio Vanina,English,Spanish_Global,19.428571428571427,Internet Services & Infrastructure,Translation,RMT,7.4126515151515155,18.84090909090909,6.848484848484849,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.05821279 -0.05821069  0.13881628 -0.04064738 -0.0069968   0.07730105
 -0.02944199 -0.04357552  0.0835914   0.16974896]","[-0.06525061  0.02902457  0.03284153 -0.06585586 -0.02067651  0.04494146
 -0.03462073 -0.0873913  -0.10174164  0.07483237]"
Lidia Adon,English,Spanish_LA,14.0,Electronic Equipment & Instruments,Translation,RMT,6.061842105263158,13.210526315789474,6.552631578947368,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.03585797 -0.07145234  0.13904646 -0.04206239 -0.0399279   0.0584859
 -0.03363704 -0.02196086  0.07698956  0.13915524]","[ 0.00450457  0.01102745 -0.03733468 -0.01783509 -0.0098789   0.14761236
  0.07422747 -0.08261595  0.08818571  0.08059825]"
Lincoln,English,Catalan,19.0,Health Care Facilities,Miscellaneous,RMT,0.715,18.25,7.75,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.04949501 -0.07142061 -0.00582804 -0.0103675  -0.01959093 -0.01621186
 -0.05137381  0.03337552  0.03752217  0.05064603]","[-0.06084788 -0.16297893  0.06373858 -0.0323597  -0.01416619  0.05499223
 -0.05170731  0.10457809 -0.01803826 -0.01270565]"
Lluc,English,Catalan,22.5,Health Care Facilities,Translation,BMT,0.215,19.0,6.0,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.04949501 -0.07142061 -0.00582804 -0.0103675  -0.01959093 -0.01621186
 -0.05137381  0.03337552  0.03752217  0.05064603]","[-0.06084788 -0.16297893  0.06373858 -0.0323597  -0.01416619  0.05499223
 -0.05170731  0.10457809 -0.01803826 -0.01270565]"
Lucia,English,Galician,21.142857142857142,Application Software,Translation,BMT,27.821315789473687,23.210526315789473,7.2368421052631575,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.08935569 -0.07945183  0.02643861  0.01634794 -0.00817177  0.01213854
 -0.04239353  0.01819603  0.03148654  0.08249628]","[-0.05101885  0.01330057  0.06103686 -0.02278463  0.02485974  0.02418976
 -0.02673537 -0.0733524  -0.09887369  0.06420951]"
Luciano,English,Portuguese_Brazil,19.0,Trading Companies & Distributors,Translation,PMT,2.4714285714285715,19.0,6.714285714285714,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.06135342 -0.02564566  0.11521641 -0.0583253   0.00413268  0.08215768
 -0.00474831  0.0214661   0.00995734  0.16249001]","[-0.01989399  0.08402714 -0.0744723  -0.02723608 -0.02650884 -0.06130442
 -0.00825088  0.0008051   0.02731935 -0.03058985]"
Lucrecia Aquiles,English,Spanish_LA,14.333333333333334,Application Software,Translation,RMT,13.253846153846153,12.307692307692308,6.076923076923077,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.03585797 -0.07145234  0.13904646 -0.04206239 -0.0399279   0.0584859
 -0.03363704 -0.02196086  0.07698956  0.13915524]","[-0.05101885  0.01330057  0.06103686 -0.02278463  0.02485974  0.02418976
 -0.02673537 -0.0733524  -0.09887369  0.06420951]"
